numbers,valid,location
(445) 296-9143,True,Philadelphia
(217) 204-8208,True,Illinois
(815) 539-4605,True,Illinois
(228) 271-6643,True,Mississippi
(630) 583-7635,True,Illinois
(520) 329-1643,True,Arizona
(730) 344-2731,False,n/a
(492) 562-9922,False,n/a
(533) 913-9336,True,n/a
(932) 356-4254,False,n/a
(832) 231-2339,True,Texas
(371) 335-1183,False,n/a
(389) 427-5058,False,n/a
(513) 821-7668,True,Ohio
(675) 533-0398,False,n/a
(568) 487-9566,False,n/a
(539) 541-1603,True,Oklahoma
(726) 669-4733,True,"San Antonio, TX"
(770) 375-9789,True,Georgia
(843) 444-2775,True,South Carolina
(290) 449-6251,False,n/a
(993) 968-9088,False,n/a
(709) 231-0205,True,Newfoundland and Labrador
(760) 917-0096,True,California
(561) 324-7084,True,Florida
(690) 206-7087,False,n/a
(484) 756-9986,True,Pennsylvania
(519) 588-4102,True,Ontario
(616) 476-5956,True,Michigan
(834) 711-8572,False,n/a
(461) 872-4159,False,n/a
(608) 543-4970,True,Wisconsin
(911) 739-6477,False,n/a
(776) 329-9793,False,n/a
(516) 817-3103,True,New York
(354) 759-9606,False,n/a
(469) 401-8606,True,Texas
(996) 496-5524,False,n/a
(285) 806-7650,False,n/a
(679) 643-4271,False,n/a
(430) 360-5704,True,Texas
(489) 862-0942,False,n/a
(202) 919-7424,True,Washington D.C.
(570) 696-0025,True,Pennsylvania
(896) 467-3165,False,n/a
(702) 397-8030,True,Nevada
(448) 567-9119,False,n/a
(815) 955-3228,True,Illinois
(884) 430-3808,False,n/a
(893) 709-2797,False,n/a
(749) 412-1757,False,n/a
(363) 297-9085,False,n/a
(709) 638-2732,True,Newfoundland and Labrador
(537) 471-3126,False,n/a
(543) 866-6540,False,n/a
(919) 945-9676,True,North Carolina
(735) 410-1650,False,n/a
(387) 785-4669,False,n/a
(609) 822-1305,True,New Jersey
(874) 552-0830,False,n/a
(823) 885-3514,False,n/a
(596) 982-9418,False,n/a
(742) 362-6397,False,n/a
(661) 585-3876,True,California
(211) 770-2119,False,n/a
(506) 808-1632,True,New Brunswick
(761) 703-8183,False,n/a
(404) 477-9511,True,Georgia
(532) 859-6482,False,n/a
(829) 300-3867,True,n/a
(650) 898-3497,True,California
(837) 920-7746,False,n/a
(405) 932-4491,True,Oklahoma
(681) 528-3950,True,West Virginia
(527) 470-6626,False,n/a
(756) 529-8479,False,n/a
(259) 981-9300,False,n/a
(935) 218-6519,False,n/a
(762) 835-0632,True,Georgia
(593) 669-1719,False,n/a
(650) 877-4931,True,California
(447) 720-4732,False,n/a
(704) 505-7314,True,North Carolina
(747) 859-2547,True,California
(431) 901-2523,True,Manitoba
(724) 306-3664,True,Pennsylvania
(570) 796-8099,True,Pennsylvania
(984) 437-4098,True,North Carolina
(699) 549-8236,False,n/a
(611) 947-0888,False,n/a
(705) 320-4937,True,Ontario
(286) 356-2268,False,n/a
(470) 393-0836,True,Georgia
(661) 399-1821,True,California
(250) 238-0948,True,British Columbia
(820) 994-4163,True,California
(781) 840-5951,True,Massachusetts
(337) 470-8972,True,Louisiana
(439) 355-1152,False,n/a
(558) 619-0690,False,n/a
(962) 364-2304,False,n/a
(534) 941-6227,True,Wisconsin
(837) 502-4263,False,n/a
(278) 450-1210,False,n/a
(946) 264-4299,False,n/a
(514) 680-5659,True,Quebec
(826) 265-4649,False,n/a
(563) 824-6198,True,Iowa
(899) 959-1336,False,n/a
(948) 412-6121,False,n/a
(548) 501-6804,True,Ontario
(999) 684-2889,False,n/a
(967) 403-8330,False,n/a
(779) 490-7315,True,Illinois
(875) 275-7192,False,n/a
(631) 778-7089,True,New York
(871) 927-1652,False,n/a
(314) 384-5427,True,Missouri
(924) 867-0692,False,n/a
(460) 648-7188,False,n/a
(227) 382-5126,False,n/a
(602) 815-8974,True,Arizona
(243) 828-6648,False,n/a
(749) 575-7481,False,n/a
(321) 720-2007,True,Florida
(265) 811-0124,False,n/a
(576) 736-9740,False,n/a
(332) 935-8083,True,"New York, NY"
(727) 385-5380,True,Florida
(871) 796-0831,False,n/a
(871) 564-0046,False,n/a
(212) 384-5618,True,"New York, NY"
(653) 251-4708,False,n/a
(862) 502-0176,True,New Jersey
(731) 968-3776,True,Tennessee
(599) 533-4582,False,n/a
(616) 738-2873,True,Michigan
(597) 295-6156,False,n/a
(470) 649-7839,True,Georgia
(331) 642-0701,True,Illinois
(382) 793-2186,False,n/a
(659) 524-0918,False,n/a
(853) 839-0882,False,n/a
(906) 872-3496,True,Michigan
(706) 388-9544,True,Georgia
(499) 522-4750,False,n/a
(722) 886-2647,False,n/a
(894) 600-5148,False,n/a
(224) 475-4359,True,Illinois
(986) 682-0824,True,Idaho
(217) 530-6452,True,Illinois
(547) 646-5914,False,n/a
(455) 787-2839,False,n/a
(828) 297-7058,True,North Carolina
(641) 521-0119,True,Iowa
(324) 607-6603,False,n/a
(444) 377-0731,False,n/a
(804) 434-5200,True,Virginia
(630) 869-7926,True,Illinois
(622) 294-8624,True,n/a
(829) 400-5137,True,n/a
(751) 292-3730,False,n/a
(319) 506-0025,True,Iowa
(318) 590-5450,True,Louisiana
(733) 276-2257,False,n/a
(564) 238-4235,True,Washington State
(247) 280-1083,False,n/a
(662) 228-0266,True,Mississippi
(378) 970-0494,False,n/a
(279) 780-3303,True,California
(424) 302-1270,True,California
(449) 379-1191,False,n/a
(733) 439-0891,False,n/a
(676) 329-2080,False,n/a
(337) 715-4312,True,Louisiana
(361) 311-0684,True,Texas
(397) 877-0219,False,n/a
(563) 728-6573,True,Iowa
(278) 810-8584,False,n/a
(859) 637-7061,True,Kentucky
(929) 368-3115,True,New York
(739) 990-8366,False,n/a
(566) 861-7667,True,n/a
(243) 258-4396,False,n/a
(486) 896-1091,False,n/a
(238) 485-4944,False,n/a
(464) 848-8794,False,n/a
(709) 816-9599,True,Newfoundland and Labrador
(430) 613-2825,True,Texas
(851) 248-4107,False,n/a
(579) 485-4389,True,Quebec
(532) 819-1152,False,n/a
(707) 366-3178,True,California
(431) 637-1783,True,Manitoba
(406) 659-0700,True,Montana
(738) 710-2973,False,n/a
(876) 228-9261,False,n/a
(418) 528-0456,True,Quebec
(829) 547-2411,True,n/a
(487) 547-1323,False,n/a
(703) 859-5287,True,Virginia
(687) 723-7245,False,n/a
(230) 576-9586,False,n/a
(637) 920-9215,False,n/a
(294) 488-4909,False,n/a
(788) 798-8272,False,n/a
(642) 921-9085,False,n/a
(977) 463-6776,False,n/a
(400) 782-4547,False,n/a
(799) 994-2132,False,n/a
(818) 498-5502,True,California
(454) 433-3010,False,n/a
(772) 977-7136,True,Florida
(938) 400-2281,True,Alabama
(994) 931-6875,False,n/a
(638) 568-9245,False,n/a
(372) 413-7421,False,n/a
(503) 831-1338,True,Oregon
(537) 350-4180,False,n/a
(975) 678-2707,False,n/a
(296) 795-1648,False,n/a
(751) 329-7591,False,n/a
(261) 422-6988,False,n/a
(724) 381-3752,True,Pennsylvania
(860) 595-9978,True,Connecticut
(492) 222-9244,False,n/a
(876) 750-4007,True,n/a
(346) 885-4106,True,Texas
(530) 539-0175,True,California
(254) 305-4368,True,Texas
(277) 712-8033,False,n/a
(776) 930-7333,False,n/a
(768) 949-5165,False,n/a
(538) 247-8847,False,n/a
(806) 538-1702,True,Texas
(796) 861-7617,False,n/a
(294) 749-3428,False,n/a
(577) 871-0877,True,n/a
(297) 600-5660,False,n/a
(934) 389-9917,True,"New York, NY"
(750) 373-1097,False,n/a
(465) 213-3891,False,n/a
(856) 931-4825,True,New Jersey
(213) 397-0149,True,"Los Angeles, CA"
(747) 256-1965,True,California
(392) 267-7580,False,n/a
(632) 717-7855,False,n/a
(664) 460-4495,False,n/a
(773) 762-8168,True,"Chicago, IL"
(604) 678-7660,True,British Columbia
(937) 438-9145,True,Ohio
(905) 865-5582,True,n/a
(763) 264-1478,True,Minnesota
(798) 525-8661,False,n/a
(680) 265-2363,True,New York
(662) 300-1461,True,Mississippi
(902) 947-0674,True,Nova Scotia/Prince Edward Island
(891) 577-3015,False,n/a
(468) 570-2727,False,n/a
(847) 451-4331,True,Illinois
(521) 444-0324,True,n/a
(930) 326-0226,True,Indiana
(830) 382-6519,True,Texas
(419) 428-6209,True,Ohio
(886) 881-2592,False,n/a
(887) 257-8210,False,n/a
(329) 455-4723,False,n/a
(448) 432-0593,False,n/a
(840) 762-7611,False,n/a
(961) 727-0302,False,n/a
(555) 950-9086,False,n/a
(693) 756-6064,False,n/a
(680) 612-6949,True,New York
(373) 706-3422,False,n/a
(330) 814-0535,True,Ohio
(843) 999-2557,True,South Carolina
(645) 911-9012,False,n/a
(674) 973-0078,False,n/a
(365) 936-1027,True,Ontario
(492) 541-2033,False,n/a
(307) 617-6083,True,Wyoming
(779) 344-8512,True,Illinois
(228) 774-7842,True,Mississippi
(328) 441-8621,False,n/a
(265) 423-9322,False,n/a
(382) 607-6107,False,n/a
(350) 978-3925,False,n/a
(235) 723-0675,False,n/a
(513) 209-2259,True,Ohio
(239) 790-5534,True,Florida
(221) 261-3975,False,n/a
(638) 870-7735,False,n/a
(818) 631-6194,True,California
(807) 851-2204,True,Ontario
(320) 852-5982,True,Minnesota
(755) 703-5102,False,n/a
(515) 206-0000,True,Iowa
(205) 886-7552,True,Alabama
(230) 627-7649,False,n/a
(218) 568-7571,True,Minnesota
(370) 564-8371,False,n/a
(851) 515-8979,False,n/a
(240) 649-7866,True,Maryland
(603) 495-1458,True,New Hampshire
(242) 210-8633,False,New Providence
(286) 746-6943,False,n/a
(863) 316-6020,True,Florida
(944) 872-3452,False,n/a
(300) 203-1888,False,n/a
(223) 606-8514,True,Pennsylvania
(654) 817-9643,False,n/a
(819) 469-2744,True,Quebec
(516) 641-3795,True,New York
(976) 298-5653,False,n/a
(545) 960-9621,False,n/a
(654) 358-9689,False,n/a
(969) 796-8189,False,n/a
(587) 660-6400,True,Alberta
(999) 729-9135,False,n/a
(787) 505-1390,True,n/a
(499) 502-2764,False,n/a
(701) 660-3864,True,North Dakota
(441) 950-8170,False,n/a
(471) 232-0277,False,n/a
(999) 249-2768,False,n/a
(883) 608-8809,False,n/a
(231) 369-3189,True,Michigan
(374) 396-0746,False,n/a
(534) 756-2938,True,Wisconsin
(856) 222-5748,True,New Jersey
(436) 644-4119,False,n/a
(943) 502-8554,False,n/a
(492) 257-6000,False,n/a
(255) 709-3588,False,n/a
(723) 672-2783,False,n/a
(279) 610-5923,True,California
(945) 220-9483,False,n/a
(947) 759-5624,True,Michigan
(436) 479-2383,False,n/a
(679) 206-3939,False,n/a
(616) 832-0943,True,Michigan
(813) 873-4216,True,Florida
(570) 836-0961,True,Pennsylvania
(967) 510-5253,False,n/a
(714) 721-5348,True,California
(284) 398-1216,False,n/a
(842) 875-1674,False,n/a
(895) 556-6553,False,n/a
(216) 201-1032,True,Ohio
(654) 529-6296,False,n/a
(370) 576-0353,False,n/a
(521) 828-6045,True,n/a
(857) 351-9252,True,Massachusetts
(600) 850-3180,True,n/a
(921) 309-2857,False,n/a
(869) 972-8032,False,n/a
(726) 711-6431,True,"San Antonio, TX"
(746) 920-6104,False,n/a
(984) 716-7030,True,North Carolina
(903) 456-7920,True,Texas
(413) 804-7779,True,Massachusetts
(353) 237-6681,False,n/a
(647) 789-1727,True,Ontario
(676) 791-5823,False,n/a
(513) 334-3580,True,Ohio
(945) 254-4953,False,n/a
(676) 578-3163,False,n/a
(852) 805-0669,False,n/a
(603) 692-1513,True,New Hampshire
(733) 813-7502,False,n/a
(356) 815-8934,False,n/a
(510) 292-7279,True,California
(641) 969-6049,True,Iowa
(763) 407-0739,True,Minnesota
(441) 591-3274,True,n/a
(515) 268-9304,True,Iowa
(897) 564-4678,False,n/a
(396) 597-9854,False,n/a
(460) 793-0683,False,n/a
(876) 206-5773,False,n/a
(943) 978-1646,False,n/a
(910) 637-9631,True,North Carolina
(544) 704-0873,True,n/a
(551) 281-4340,True,New Jersey
(624) 355-6946,False,n/a
(344) 360-0839,False,n/a
(868) 983-5781,False,n/a
(839) 717-5252,False,n/a
(938) 337-0856,True,Alabama
(934) 731-4520,True,"New York, NY"
(838) 728-5537,True,New York
(943) 888-6408,False,n/a
(409) 809-1192,True,Texas
(733) 981-8782,False,n/a
(563) 973-7742,True,Iowa
(368) 363-8863,False,n/a
(644) 339-1165,False,n/a
(450) 779-7476,True,Quebec
(908) 918-4722,True,New Jersey
(811) 419-7185,False,n/a
(225) 362-3765,True,Louisiana
(828) 638-6610,True,North Carolina
(828) 604-5446,True,North Carolina
(418) 519-6642,True,Quebec
(848) 510-1178,True,New Jersey
(951) 407-9738,True,California
(833) 527-9726,True,n/a
(555) 721-8333,False,n/a
(226) 608-5240,True,Ontario
(964) 261-2001,False,n/a
(420) 220-3219,False,n/a
(989) 831-2546,True,Michigan
(837) 733-9323,False,n/a
(558) 560-3250,False,n/a
(908) 992-3187,True,New Jersey
(692) 886-2844,False,n/a
(267) 856-3137,True,Pennsylvania
(475) 776-9841,True,Connecticut
(488) 966-2281,False,n/a
(406) 457-0859,True,Montana
(572) 984-2890,False,n/a
(608) 964-5327,True,Wisconsin
(749) 467-8770,False,n/a
(867) 378-8585,True,Northwest Territories/Nunavut/Yukon
(836) 971-8939,False,n/a
(901) 739-8192,True,Tennessee
(334) 804-8352,True,Alabama
(992) 594-9326,False,n/a
(658) 449-2751,True,n/a
(580) 881-5343,True,Oklahoma
(684) 806-2299,False,n/a
(679) 821-6218,False,n/a
(274) 514-0608,False,n/a
(435) 681-5109,True,Utah
(451) 712-6496,False,n/a
(491) 280-0401,False,n/a
(792) 937-0485,False,n/a
(969) 270-2939,False,n/a
(284) 224-0400,False,n/a
(245) 255-8515,False,n/a
(488) 645-7141,False,n/a
(883) 975-3875,False,n/a
(211) 635-1691,False,n/a
(789) 338-4307,False,n/a
(975) 924-5433,False,n/a
(535) 480-1083,False,n/a
(262) 965-5422,True,Wisconsin
(541) 403-5011,True,Oregon
(497) 465-1576,False,n/a
(286) 925-4875,False,n/a
(303) 299-2660,True,Colorado
(947) 475-4975,True,Michigan
(443) 933-3880,True,Maryland
(645) 490-0928,False,n/a
(669) 319-2191,True,California
(891) 216-6757,False,n/a
(679) 846-5583,False,n/a
(976) 341-6568,False,n/a
(787) 703-3274,True,n/a
(436) 776-8029,False,n/a
(605) 347-2673,True,South Dakota
(742) 589-7507,False,n/a
(280) 342-9965,False,n/a
(217) 214-1983,True,Illinois
(443) 551-7349,True,Maryland
(234) 490-9147,True,Ohio
(233) 694-5889,False,n/a
(628) 519-2420,True,California
(589) 471-7564,False,n/a
(651) 769-5890,True,Minnesota
(379) 846-7688,False,n/a
(449) 736-6405,False,n/a
(225) 890-2634,True,Louisiana
(800) 284-9025,True,n/a
(495) 879-1224,False,n/a
(469) 673-7728,True,Texas
(877) 287-2411,True,n/a
(451) 585-4343,False,n/a
(372) 402-3348,False,n/a
(706) 778-0046,True,Georgia
(406) 980-8331,True,Montana
(222) 464-4063,False,n/a
(361) 974-4303,True,Texas
(481) 566-2987,False,n/a
(907) 962-1888,True,Alaska
(237) 343-4510,False,n/a
(581) 322-0611,True,Quebec
(446) 443-7728,False,n/a
(846) 922-2293,False,n/a
(833) 583-9190,True,n/a
(323) 625-2307,True,California
(805) 408-0315,True,California
(750) 820-0946,False,n/a
(430) 749-4387,True,Texas
(273) 640-7927,False,n/a
(755) 344-4268,False,n/a
(505) 592-5774,True,New Mexico
(574) 666-5198,True,Indiana
(263) 863-6466,False,n/a
(515) 686-7293,True,Iowa
(570) 245-2366,True,Pennsylvania
(522) 327-7544,True,n/a
(620) 460-3192,True,Kansas
(228) 816-3124,True,Mississippi
(785) 304-6148,True,Kansas
(366) 585-5651,False,n/a
(427) 813-3007,False,n/a
(985) 237-9097,True,Louisiana
(325) 286-7559,True,Texas
(548) 242-3823,True,Ontario
(318) 556-6463,True,Louisiana
(496) 498-0039,False,n/a
(778) 621-1710,True,British Columbia
(673) 516-8970,False,n/a
(525) 345-6826,False,n/a
(605) 809-0823,True,South Dakota
(703) 845-3592,True,Virginia
(589) 248-2034,False,n/a
(773) 454-2937,True,"Chicago, IL"
(753) 575-2231,False,n/a
(826) 673-5502,False,n/a
(321) 659-2845,True,Florida
(723) 413-7375,False,n/a
(490) 265-1630,False,n/a
(466) 692-9043,False,n/a
(671) 566-3985,False,n/a
(639) 320-8336,True,Saskatchewan
(880) 565-6438,False,n/a
(573) 692-8051,True,Missouri
(429) 452-6239,False,n/a
(307) 276-1010,True,Wyoming
(226) 369-1619,True,Ontario
(276) 440-4484,True,Virginia
(856) 876-1228,True,New Jersey
(964) 587-6434,False,n/a
(419) 796-6912,True,Ohio
(317) 784-7293,True,Indiana
(452) 448-2831,False,n/a
(311) 840-7242,False,n/a
(211) 450-5699,False,n/a
(910) 672-9769,True,North Carolina
(971) 433-2870,True,Oregon
(250) 994-4654,True,British Columbia
(606) 862-7192,True,Kentucky
(291) 702-2868,False,n/a
(871) 570-7802,False,n/a
(566) 587-9474,True,n/a
(338) 325-5216,False,n/a
(301) 553-2421,True,Maryland
(559) 559-5146,True,California
(812) 357-7058,True,Indiana
(494) 704-8791,False,n/a
(950) 712-3779,False,n/a
(693) 787-5269,False,n/a
(373) 274-4673,False,n/a
(819) 788-6425,True,Quebec
(318) 963-8726,True,Louisiana
(401) 822-5034,True,Rhode Island
(755) 541-7760,False,n/a
(236) 921-9802,True,British Columbia
(889) 723-8912,False,n/a
(600) 817-0186,True,n/a
(741) 251-7412,False,n/a
(490) 243-6249,False,n/a
(867) 208-3865,True,Northwest Territories/Nunavut/Yukon
(869) 993-1927,False,n/a
(593) 705-4052,False,n/a
(794) 524-6871,False,n/a
(560) 910-4704,False,n/a
(925) 401-2717,True,California
(374) 776-6356,False,n/a
(704) 215-8360,True,North Carolina
(821) 887-6187,False,n/a
(824) 434-2657,False,n/a
(703) 546-5204,True,Virginia
(882) 539-3220,False,n/a
(522) 286-2743,True,n/a
(346) 255-6307,True,Texas
(566) 969-4044,True,n/a
(767) 979-3279,False,n/a
(676) 827-4167,False,n/a
(615) 666-4422,True,Tennessee
(588) 750-0526,True,n/a
(202) 725-6611,True,Washington D.C.
(540) 268-7015,True,Virginia
(890) 937-4299,False,n/a
(496) 747-4248,False,n/a
(290) 588-3444,False,n/a
(793) 764-7380,False,n/a
(359) 214-9879,False,n/a
(679) 602-1352,False,n/a
(340) 977-9454,False,n/a
(309) 774-1107,True,Illinois
(676) 537-1610,False,n/a
(742) 524-0588,False,n/a
(808) 874-8633,True,Hawaii
(282) 434-2471,False,n/a
(246) 965-1862,False,n/a
(799) 822-9147,False,n/a
(883) 826-4257,False,n/a
(258) 919-2815,False,n/a
(823) 367-7035,False,n/a
(455) 333-2031,False,n/a
(201) 267-7241,True,New Jersey
(303) 873-9064,True,Colorado
(573) 594-6277,True,Missouri
(966) 213-9725,False,n/a
(764) 853-9916,False,n/a
(894) 772-5564,False,n/a
(887) 366-4341,False,n/a
(370) 954-2350,False,n/a
(551) 886-4861,True,New Jersey
(783) 451-8506,False,n/a
(923) 389-3033,False,n/a
(227) 254-3968,False,n/a
(847) 613-5176,True,Illinois
(529) 856-2171,False,n/a
(589) 263-6010,False,n/a
(753) 968-1099,False,n/a
(500) 386-0005,True,n/a
(455) 356-1955,False,n/a
(460) 895-9542,False,n/a
(215) 364-9122,True,Pennsylvania
(979) 486-5300,True,Texas
(676) 854-7794,False,n/a
(546) 739-6557,False,n/a
(645) 923-1210,False,n/a
(903) 949-8912,True,Texas
(327) 895-8986,False,n/a
(883) 386-6692,False,n/a
(969) 718-3108,False,n/a
(887) 839-4834,False,n/a
(219) 505-4522,True,Indiana
(553) 382-0299,False,n/a
(223) 372-5963,True,Pennsylvania
(534) 446-0025,True,Wisconsin
(839) 272-2484,False,n/a
(842) 705-9807,False,n/a
(632) 460-6553,False,n/a
(962) 458-5325,False,n/a
(477) 695-2200,False,n/a
(267) 379-6802,True,Pennsylvania
(322) 817-9374,False,n/a
(840) 750-5100,False,n/a
(763) 508-6912,True,Minnesota
(651) 377-3332,True,Minnesota
(656) 727-4256,False,n/a
(785) 465-7085,True,Kansas
(765) 853-5009,True,Indiana
(896) 637-4948,False,n/a
(702) 331-3289,True,Nevada
(712) 727-4020,True,Iowa
(631) 950-6786,True,New York
(402) 305-6163,True,Nebraska
(418) 577-1598,True,Quebec
(843) 884-6173,True,South Carolina
(603) 433-5299,True,New Hampshire
(972) 656-0828,True,Texas
(326) 209-5628,False,n/a
(933) 721-9004,False,n/a
(448) 584-5614,False,n/a
(228) 640-1778,True,Mississippi
(821) 570-9924,False,n/a
(564) 690-0683,True,Washington State
(482) 709-4773,False,n/a
(393) 472-3278,False,n/a
(648) 755-0720,False,n/a
(825) 580-7471,True,Alberta
(979) 451-3705,True,Texas
(534) 855-0309,True,Wisconsin
(841) 801-6436,False,n/a
(242) 680-1309,False,n/a
(607) 917-2164,True,New York
(268) 589-3805,False,n/a
(548) 921-8386,True,Ontario
(737) 665-3020,True,Texas
(810) 221-4351,True,Michigan
(291) 708-0942,False,n/a
(662) 610-0461,True,Mississippi
(240) 664-0611,True,Maryland
(704) 697-2306,True,North Carolina
(206) 611-0220,True,Washington State
(248) 807-1204,True,Michigan
(598) 523-9845,False,n/a
(585) 205-3116,True,New York
(785) 842-7047,True,Kansas
(523) 384-4796,False,n/a
(664) 737-1239,False,n/a
(644) 464-6112,False,n/a
(953) 626-4438,False,n/a
(565) 402-5669,False,n/a
(440) 431-9127,True,Ohio
(578) 410-6406,False,n/a
(621) 539-3175,False,n/a
(758) 304-2802,False,n/a
(537) 671-5084,False,n/a
(256) 516-0721,True,Alabama
(747) 316-5018,True,California
(343) 291-6023,True,Ontario
(881) 988-1436,False,n/a
(256) 778-1711,True,Alabama
(471) 249-3960,False,n/a
(215) 851-5160,True,Pennsylvania
(690) 436-2503,False,n/a
(711) 346-9302,False,n/a
(828) 692-4678,True,North Carolina
(470) 905-0443,True,Georgia
(410) 874-9863,True,Maryland
(234) 983-3346,True,Ohio
(333) 635-1743,False,n/a
(995) 996-7747,False,n/a
(974) 977-5148,False,n/a
(667) 777-5287,True,Maryland
(888) 759-9340,True,n/a
(377) 420-9539,False,n/a
(524) 727-5019,False,n/a
(730) 930-3938,False,n/a
(294) 927-9022,False,n/a
(476) 253-4721,False,n/a
(751) 481-7778,False,n/a
(538) 279-0398,False,n/a
(207) 649-0925,True,Maine
(831) 257-3032,True,California
(355) 771-1064,False,n/a
(785) 285-4239,True,Kansas
(778) 438-4431,True,British Columbia
(328) 969-5260,False,n/a
(987) 948-1223,False,n/a
(223) 211-9693,True,Pennsylvania
(799) 240-0181,False,n/a
(299) 406-9176,False,n/a
(317) 386-6934,True,Indiana
(441) 364-8506,True,n/a
(523) 919-4937,False,n/a
(297) 576-2789,False,n/a
(401) 284-0667,True,Rhode Island
(715) 443-2686,True,Wisconsin
(256) 695-6663,True,Alabama
(862) 248-0024,True,New Jersey
(366) 207-7798,False,n/a
(957) 721-5566,False,n/a
(273) 322-1627,False,n/a
(991) 370-3776,False,n/a
(705) 443-6453,True,Ontario
(687) 508-3879,False,n/a
(908) 688-2720,True,New Jersey
(224) 618-2755,True,Illinois
(932) 382-9107,False,n/a
(864) 604-5441,True,South Carolina
(238) 611-4352,False,n/a
(275) 697-2197,False,n/a
(338) 404-5234,False,n/a
(994) 235-0856,False,n/a
(561) 865-7216,True,Florida
(759) 620-1939,False,n/a
(910) 693-2779,True,North Carolina
(686) 295-3396,False,n/a
(231) 315-2237,True,Michigan
(726) 871-0731,True,"San Antonio, TX"
(903) 665-6791,True,Texas
(865) 580-4486,True,Tennessee
(316) 624-0471,True,Kansas
(717) 819-2642,True,Pennsylvania
(965) 900-5273,False,n/a
(890) 472-4580,False,n/a
(643) 554-6791,False,n/a
(871) 650-2449,False,n/a
(965) 636-3784,False,n/a
(385) 337-4840,True,Utah
(693) 803-7692,False,n/a
(948) 200-1007,False,n/a
(452) 564-6381,False,n/a
(480) 374-5045,True,Arizona
(598) 329-3230,False,n/a
(218) 891-6847,True,Minnesota
(557) 738-9182,False,n/a
(807) 988-0719,True,Ontario
(444) 389-1455,False,n/a
(969) 307-3975,False,n/a
(324) 715-9218,False,n/a
(953) 424-6609,False,n/a
(894) 893-8142,False,n/a
(868) 833-9656,False,n/a
(414) 904-4028,True,Wisconsin
(949) 382-5000,True,California
(538) 846-3732,False,n/a
(888) 522-4648,True,n/a
(789) 326-8533,False,n/a
(501) 590-9491,True,Arkansas
(399) 371-4361,False,n/a
(389) 604-1819,False,n/a
(332) 699-4044,True,"New York, NY"
(469) 678-0553,True,Texas
(320) 360-0111,True,Minnesota
(240) 813-7015,True,Maryland
(649) 691-4916,False,n/a
(226) 396-9717,True,Ontario
(807) 811-7529,True,Ontario
(888) 883-7423,True,n/a
(540) 346-4196,True,Virginia
(582) 208-6287,False,n/a
(762) 420-2720,True,Georgia
(486) 526-6773,False,n/a
(558) 617-9530,False,n/a
(519) 460-7746,True,Ontario
(804) 250-2376,True,Virginia
(253) 695-7772,True,Washington State
(527) 511-5883,False,n/a
(434) 897-9153,True,Virginia
(340) 652-3178,False,n/a
(842) 505-1847,False,n/a
(856) 658-2104,True,New Jersey
(711) 681-3299,False,n/a
(697) 785-2785,False,n/a
(878) 337-3043,True,Pennsylvania
(293) 811-1251,False,n/a
(736) 766-9235,False,n/a
(474) 263-5790,False,n/a
(907) 202-2055,True,Alaska
(939) 362-3659,True,n/a
(345) 789-9047,False,Cayman Islands
(652) 548-6807,False,n/a
(857) 955-8469,True,Massachusetts
(525) 327-4058,False,n/a
(302) 866-1644,True,Delaware
(314) 851-1989,True,Missouri
(458) 339-4788,True,Oregon
(916) 615-3736,True,California
(402) 729-1508,True,Nebraska
(546) 736-5933,False,n/a
(814) 725-2482,True,Pennsylvania
(969) 760-0888,False,n/a
(657) 489-6100,True,California
(964) 294-4120,False,n/a
(519) 773-5546,True,Ontario
(246) 755-5664,False,n/a
(712) 674-5273,True,Iowa
(591) 282-7072,False,n/a
(597) 356-4348,False,n/a
(631) 840-9753,True,New York
(952) 347-6455,True,Minnesota
(411) 810-4343,False,n/a
(212) 798-8067,True,"New York, NY"
(809) 564-4488,True,n/a
(976) 769-2658,False,n/a
(555) 549-8007,False,n/a
(938) 805-7334,True,Alabama
(621) 532-7566,False,n/a
(991) 472-3418,False,n/a
(735) 317-5737,False,n/a
(924) 563-6743,False,n/a
(548) 713-7085,True,Ontario
(337) 716-9958,True,Louisiana
(545) 464-5826,False,n/a
(975) 658-8769,False,n/a
(835) 966-1072,False,n/a
(627) 791-6807,False,n/a
(467) 203-4084,False,n/a
(418) 716-5202,True,Quebec
(387) 758-2615,False,n/a
(402) 292-0051,True,Nebraska
(663) 420-7766,False,n/a
(309) 382-9957,True,Illinois
(729) 700-4287,False,n/a
(884) 811-2575,False,n/a
(896) 953-7653,False,n/a
(657) 962-9451,True,California
(419) 636-9721,True,Ohio
(897) 553-7265,False,n/a
(898) 870-1942,False,n/a
(990) 320-7098,False,n/a
(977) 775-5140,False,n/a
(551) 772-8771,True,New Jersey
(501) 586-1406,True,Arkansas
(288) 354-9585,False,n/a
(450) 236-6574,True,Quebec
(977) 492-7479,False,n/a
(699) 450-9436,False,n/a
(802) 804-9573,True,Vermont
(563) 515-3970,True,Iowa
(676) 210-5312,False,n/a
(251) 960-5100,True,Alabama
(445) 631-3579,True,Philadelphia
(833) 772-4639,True,n/a
(826) 903-1330,False,n/a
(278) 717-6177,False,n/a
(800) 832-1219,True,n/a
(872) 866-4716,True,"Chicago, IL"
(216) 771-7512,True,Ohio
(871) 770-1525,False,n/a
(608) 325-6670,True,Wisconsin
(210) 334-5513,True,"San Antonio, TX"
(829) 333-4082,True,n/a
(821) 630-3326,False,n/a
(255) 230-9458,False,n/a
